OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,ActivityLocation/SourceMapScaleNumeric,ActivityLocation/HorizontalAccuracyMeasure/MeasureValue,ActivityLocation/HorizontalAccuracyMeasure/MeasureUnitCode,ActivityLocation/HorizontalCollectionMethodName,ActivityLocation/HorizontalCoordinateReferenceSystemDatumName,AssemblageSampledName,CollectionDuration/MeasureValue,CollectionDuration/MeasureUnitCode,SamplingComponentName,SamplingComponentPlaceInSeriesNumeric,ReachLengthMeasure/MeasureValue,ReachLengthMeasure/MeasureUnitCode,ReachWidthMeasure/MeasureValue,ReachWidthMeasure/MeasureUnitCode,PassCount,NetTypeName,NetSurfaceAreaMeasure/MeasureValue,NetSurfaceAreaMeasure/MeasureUnitCode,NetMeshSizeMeasure/MeasureValue,NetMeshSizeMeasure/MeasureUnitCode,BoatSpeedMeasure/MeasureValue,BoatSpeedMeasure/MeasureUnitCode,CurrentSpeedMeasure/MeasureValue,CurrentSpeedMeasure/MeasureUnitCode,ToxicityTestType,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodQualifierTypeName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,SampleCollectionMethod/SampleCollectionEquipmentCommentText,SamplePreparationMethod/MethodIdentifier,SamplePreparationMethod/MethodIdentifierContext,SamplePreparationMethod/MethodName,SamplePreparationMethod/MethodQualifierTypeName,SamplePreparationMethod/MethodDescriptionText,SampleContainerTypeName,SampleContainerColorName,ChemicalPreservativeUsedName,ThermalPreservativeUsedName,SampleTransportStorageDescription,DataLoggerLine,ResultDetectionConditionText,MethodSpecificationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,DataQuality/BiasValue,ConfidenceIntervalValue,UpperConfidenceLimitValue,LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,ResultSamplingPointName,BiologicalIntentName,BiologicalIndividualIdentifier,SubjectTaxonomicName,UnidentifiedSpeciesIdentifier,SampleTissueAnatomyName,GroupSummaryCountWeight/MeasureValue,GroupSummaryCountWeight/MeasureUnitCode,CellFormName,CellShapeName,HabitName,VoltismName,TaxonomicPollutionTolerance,TaxonomicPollutionToleranceScaleText,TrophicLevelName,FunctionalFeedingGroupName,TaxonomicDetailsCitation/ResourceTitleName,TaxonomicDetailsCitation/ResourceCreatorName,TaxonomicDetailsCitation/ResourceSubjectText,TaxonomicDetailsCitation/ResourcePublisherName,TaxonomicDetailsCitation/ResourceDate,TaxonomicDetailsCitation/ResourceIdentifier,FrequencyClassDescriptorCode,FrequencyClassDescriptorUnitCode,LowerClassBoundValue,UpperClassBoundValue,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,AnalysisStartTime/Time,AnalysisStartTime/TimeZoneCode,AnalysisEndDate,AnalysisEndTime/Time,AnalysisEndTime/TimeZoneCode,ResultLaboratoryCommentCode,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LaboratoryAccreditationIndicator,LaboratoryAccreditationAuthorityName,TaxonomistAccreditationIndicator,TaxonomistAccreditationAuthorityName,LabSamplePreparationMethod/MethodIdentifier,LabSamplePreparationMethod/MethodIdentifierContext,LabSamplePreparationMethod/MethodName,LabSamplePreparationMethod/MethodQualifierTypeName,LabSamplePreparationMethod/MethodDescriptionText,PreparationStartDate,PreparationStartTime/Time,PreparationStartTime/TimeZoneCode,PreparationEndDate,PreparationEndTime/Time,PreparationEndTime/TimeZoneCode,SubstitutionDilutionFactorNumeric,ProviderName
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01000793,Sample-Routine,Water,Surface Water,2010-09-28,13:27:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-385928114144201,,,"Stable, low stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,"Acidity, (H+)",Total,0.00005,mg/l,,Preliminary,,Actual,,,,,,,,,,,00191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01000793,Sample-Routine,Water,Surface Water,2010-09-28,13:27:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-385928114144201,,,"Stable, low stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Oxygen,Dissolved,8.4,mg/l,,Preliminary,,Actual,,,,,,,,,,,00300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01000793,Sample-Routine,Water,Surface Water,2010-09-28,13:27:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-385928114144201,,,"Stable, low stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Oxygen,Dissolved,100,% saturatn,,Preliminary,,Actual,,,,,,,,,,,00301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01000793,Sample-Routine,Water,Surface Water,2010-09-28,13:27:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-385928114144201,,,"Stable, low stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,pH,Total,7.3,std units,,Preliminary,,Actual,,,,,,,,,,,00400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01000793,Sample-Routine,Water,Surface Water,2010-09-28,13:27:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-385928114144201,,,"Stable, low stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Deuterium/Hydrogen ratio,Total,-108,per mil,,Preliminary,,Actual,,,,,,,,,,,82082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS007,USGS,"Deuterium/Protium, wu, MS",,USGS TMR 10-C1,"USGS-NRP, Stable Isotope Lab, Reston, VA",2010-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01000793,Sample-Routine,Water,Surface Water,2010-09-28,13:27:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-385928114144201,,,"Stable, low stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Oxygen-18/Oxygen-16 ratio,Total,-14.82,per mil,,Preliminary,,Actual,,,,,,,,,,,82085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS020,USGS,"Oxygen-18/16, wu, by MS",,USGS TMR 10-C1,"USGS-NRP, Stable Isotope Lab, Reston, VA",2010-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01100242,Sample-Routine,Water,Surface Water,2010-12-08,10:20:00,PST,2010-12-08,10:20:59,PST,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-385928114144201,,,Not applicable,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Oxygen-18/Oxygen-16 ratio,Total,-14.75,per mil,,Preliminary,,Actual,,,,,,,,,,,82085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS020,USGS,"Oxygen-18/16, wu, by MS",,USGS TMR 10-C1,"USGS-NRP, Stable Isotope Lab, Reston, VA",2011-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01100242,Sample-Routine,Water,Surface Water,2010-12-08,10:20:00,PST,2010-12-08,10:20:59,PST,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-385928114144201,,,Not applicable,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Deuterium/Hydrogen ratio,Total,-107,per mil,,Preliminary,,Actual,,,,,,,,,,,82082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS007,USGS,"Deuterium/Protium, wu, MS",,USGS TMR 10-C1,"USGS-NRP, Stable Isotope Lab, Reston, VA",2011-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01102079,Sample-Routine,Water,Wet Fall Material,2010-10-13,12:00:00,PDT,2011-06-29,12:00:59,PDT,,,,,,,,,,,USGS-385409114185401,,,Not applicable,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Precipitation,,31.75,in,,Preliminary,,Actual,,,,,,,,,,,00193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01100050,Sample-Routine,Water,Surface Water,2010-10-28,14:50:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-385928114144201,,,"Stable, low stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,"Temperature, water",,3.8,deg C,,Preliminary,,Actual,,,,,,,,,,,00010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01100050,Sample-Routine,Water,Surface Water,2010-10-28,14:50:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-385928114144201,,,"Stable, low stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,"Temperature, air",,9.5,deg C,,Preliminary,,Actual,,,,,,,,,,,00020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01100050,Sample-Routine,Water,Surface Water,2010-10-28,14:50:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-385928114144201,,,"Stable, low stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Barometric pressure,,590,mm/Hg,,Preliminary,,Actual,,,,,,,,,,,00025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01100050,Sample-Routine,Water,Surface Water,2010-10-28,14:50:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-385928114144201,,,"Stable, low stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Specific conductance,Total,37,uS/cm @25C,,Preliminary,,Actual,,,25 deg C,,,,,,,,00095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01100050,Sample-Routine,Water,Surface Water,2010-10-28,14:50:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-385928114144201,,,"Stable, low stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,"Acidity, (H+)",Total,0.00005,mg/l,,Preliminary,,Actual,,,,,,,,,,,00191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01100050,Sample-Routine,Water,Surface Water,2010-10-28,14:50:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-385928114144201,,,"Stable, low stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Oxygen,Dissolved,10.2,mg/l,,Preliminary,,Actual,,,,,,,,,,,00300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01100050,Sample-Routine,Water,Surface Water,2010-10-28,14:50:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-385928114144201,,,"Stable, low stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Oxygen,Dissolved,100,% saturatn,,Preliminary,,Actual,,,,,,,,,,,00301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01100050,Sample-Routine,Water,Surface Water,2010-10-28,14:50:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-385928114144201,,,"Stable, low stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,pH,Total,7.3,std units,,Preliminary,,Actual,,,,,,,,,,,00400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01100050,Sample-Routine,Water,Surface Water,2010-10-28,14:50:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-385928114144201,,,"Stable, low stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Deuterium/Hydrogen ratio,Total,-106,per mil,,Preliminary,,Actual,,,,,,,,,,,82082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS007,USGS,"Deuterium/Protium, wu, MS",,USGS TMR 10-C1,"USGS-NRP, Stable Isotope Lab, Reston, VA",2010-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01100050,Sample-Routine,Water,Surface Water,2010-10-28,14:50:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-385928114144201,,,"Stable, low stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Oxygen-18/Oxygen-16 ratio,Total,-14.67,per mil,,Preliminary,,Actual,,,,,,,,,,,82085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS020,USGS,"Oxygen-18/16, wu, by MS",,USGS TMR 10-C1,"USGS-NRP, Stable Isotope Lab, Reston, VA",2010-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01002119,Sample-Routine,Water,Wet Fall Material,2010-06-23,12:00:00,PDT,2010-10-13,12:00:59,PDT,,,,,,,,,,,USGS-385409114185401,,,Not applicable,Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Precipitation,,4.00,in,,Preliminary,,Actual,,,,,,,,,,,00193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01100067,Sample-Routine,Water,Surface Water,2010-12-08,10:20:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-385928114144201,Baker Creek at B-Loop Rd,,"Stable, low stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,"Temperature, water",,1.0,deg C,,Preliminary,,Actual,,,,,,,,,,,00010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01100067,Sample-Routine,Water,Surface Water,2010-12-08,10:20:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-385928114144201,Baker Creek at B-Loop Rd,,"Stable, low stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,"Temperature, air",,8.0,deg C,,Preliminary,,Actual,,,,,,,,,,,00020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01100067,Sample-Routine,Water,Surface Water,2010-12-08,10:20:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-385928114144201,Baker Creek at B-Loop Rd,,"Stable, low stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Barometric pressure,,590,mm/Hg,,Preliminary,,Actual,,,,,,,,,,,00025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01100067,Sample-Routine,Water,Surface Water,2010-12-08,10:20:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-385928114144201,Baker Creek at B-Loop Rd,,"Stable, low stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Specific conductance,Total,40,uS/cm @25C,,Preliminary,,Actual,,,25 deg C,,,,,,,,00095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01100067,Sample-Routine,Water,Surface Water,2010-12-08,10:20:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-385928114144201,Baker Creek at B-Loop Rd,,"Stable, low stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,"Acidity, (H+)",Total,0.00002,mg/l,,Preliminary,,Actual,,,,,,,,,,,00191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01100067,Sample-Routine,Water,Surface Water,2010-12-08,10:20:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-385928114144201,Baker Creek at B-Loop Rd,,"Stable, low stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Oxygen,Dissolved,10.7,mg/l,,Preliminary,,Actual,,,,,,,,,,,00300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01100067,Sample-Routine,Water,Surface Water,2010-12-08,10:20:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-385928114144201,Baker Creek at B-Loop Rd,,"Stable, low stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Oxygen,Dissolved,97,% saturatn,,Preliminary,,Actual,,,,,,,,,,,00301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01100067,Sample-Routine,Water,Surface Water,2010-12-08,10:20:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-385928114144201,Baker Creek at B-Loop Rd,,"Stable, low stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,pH,Total,7.8,std units,,Preliminary,,Actual,,,,,,,,,,,00400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01100067,Sample-Routine,Water,Surface Water,2010-12-08,10:20:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-385928114144201,Baker Creek at B-Loop Rd,,"Stable, low stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Carbon dioxide,Total,0.5,mg/l,,Preliminary,,Actual,,,,,,,,,,,00405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01100067,Sample-Routine,Water,Surface Water,2010-12-08,10:20:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-385928114144201,Baker Creek at B-Loop Rd,,"Stable, low stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,Not Detected,,Organic Nitrogen,Total,,,,Preliminary,,Actual,,,,,,,,,,,00605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,Historical Lower Reporting Limit,0.07,mg/l,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01100067,Sample-Routine,Water,Surface Water,2010-12-08,10:20:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-385928114144201,Baker Creek at B-Loop Rd,,"Stable, low stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,Not Detected,,Organic Nitrogen,Dissolved,,,,Preliminary,,Actual,,,,,,,,,,,00607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,Historical Lower Reporting Limit,0.05,mg/l,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01100067,Sample-Routine,Water,Surface Water,2010-12-08,10:20:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-385928114144201,Baker Creek at B-Loop Rd,,"Stable, low stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,Not Detected,,Ammonia and ammonium,Dissolved,,,,Preliminary,,Actual,,,,,,,,,,,00608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHC02,USGS,"Ammonia, wf, DA sal/hypo (NWQL)",,"Analyst, 1980, v 105, p 305-316","USGS-National Water Quality Lab, Denver, CO",2011-01-06,,,,,,,,Long Term Method Detection Level,0.010,mg/l as N,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01100067,Sample-Routine,Water,Surface Water,2010-12-08,10:20:00,PST,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-385928114144201,Baker Creek at B-Loop Rd,,"Stable, low stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,Not Detected,,Nitrite,Dissolved,,,,Preliminary,,Actual,,,,,,,,,,"Report level code updated Oct., Nov. 2015. Reference: OWQ TM 2010.07 (RLC: IRL => LT-MDL)",00613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DZ001,USGS,"Nitrite, wf, DA, diazo",,"USGS OF 93-125, p 217","USGS-National Water Quality Lab, Denver, CO",2011-01-06,,,,,,,,Long Term Method Detection Level,0.0010,mg/l as N,,,,,,,,,,,,,,,,,NWIS
